"Plot","Entry","Name","Rep","Row","Column","Expt","Location","Year","Planting.Date","CanopyHeight_d37","CanopyHeight_d50","CanopyHeight_d62","CanopyHeight","Plant.Length","Growth.Habit","DTE","DTF","DTS","DTM","Leaf.Color","Leaf.Size","Plot.Biomass","Straw.Biomass","Seed.Mass","Plants.Harvested","Lodging","Lowest.Pod.Height"
"5001",113,"ILL 8009 AGL","1",1,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,5,10,15,17,23.5,2,14,43,61,83,NA,2,238.8,108.9,129.9,46,5,3
"5002",54,"ILL 11547 AGL","1",1,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,19,22,16,31,3,13,43,60,84,NA,3,421.6,233.6,188,52,3,5
"5003",32,"CN 105789 AGL","1",1,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,12,13,11,25.5,2,13,40,55,74,NA,1,182.2,111.9,70.3,47,5,3
"5004",239,"PI 426784 LSP AGL","1",1,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,6,12,16,13,24.5,2,14,43,61,82,NA,2,309.7,164.7,145,44,5,4
"5005",163,"PI 289079 LSP AGL","1",1,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,24,20,30,1,12,47,68,88,NA,1,496,230.2,265.8,59,3,6
"5006",155,"PI 250156 LSP AGL","1",1,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,13,18,14,22.5,1,14,42,61,82,NA,1,413.1,185.9,227.2,59,3,4
"5007",263,"PI 431863 LSP AGL","1",1,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,21,14,24,2,13,47,68,90,NA,3,445.6,231.1,214.5,59,3,8
"5008",24,"CDC Sedley AGL","1",1,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,21,30,30,37.5,1,13,47,70,95,NA,3,634.8,345.3,289.5,43,1,8
"5009",234,"PI 420924 LSP AGL","1",1,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,16,24,18,31.5,3,13,45,63,93,NA,3,442.6,235.8,206.8,64,3,7
"5010",308,"PI 477921 LSP AGL","1",1,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,20,29,25,40,2,12,43,65,89,NA,3,630.6,380.7,249.9,65,1,12
"5011",88,"ILL 5151 AGL","1",1,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,10,15,17,28,3,13,43,63,90,NA,1,340.3,180.1,160.2,36,3,5
"5012",71,"ILL 313 AGL","1",1,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,16,19,16,29.5,3,13,43,63,83,NA,2,413.6,200.1,213.5,35,3,9
"5013",317,"PI 643451 AGL","1",1,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,19,14,27.5,1,14,43,60,81,NA,1,395.5,175.2,220.3,48,5,5
"5014",274,"PI 432033 LSP AGL","1",1,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,17,14,25.5,2,13,47,64,84,NA,1,375,161.9,213.1,37,5,5
"5015",316,"PI 612875 AGL","1",1,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,13,16,16,22.5,2,14,42,60,77,NA,1,393.3,182.1,211.2,46,5,3
"5016",38,"CN 105895 AGL","1",1,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,23,17,24,2,13,43,58,75,NA,2,275.8,140.4,135.4,45,3,5
"5017",251,"PI 431684 LSP AGL","1",1,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,13,18,21,31.5,2,14,46,67,90,NA,2,452.6,194.8,257.8,43,3,11
"5018",26,"CN 105604 AGL","1",1,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,17,14,27,3,14,43,61,77,NA,2,247.2,121.9,125.3,36,1,4
"5019",102,"ILL 6853 AGL","1",2,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,27,20,31.5,1,12,47,66,93,NA,2,439.4,236.1,203.3,41,3,10
"5020",58,"ILL 11557 AGL","1",2,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,20,14,26.5,1,13,41,65,85,NA,2,395.2,251.2,144,38,3,4
"5021",231,"PI 379368 LSP AGL","1",2,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,23,20,29.5,1,12,46,68,84,NA,2,357.8,210,147.8,43,3,7
"5022",270,"PI 432001 LSP AGL","1",2,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,19,22,32.5,1,12,46,69,92,NA,3,522.9,279.4,243.5,47,1,5
"5023",225,"PI 370481 LSP AGL","1",2,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,19,17,28.5,2,12,48,70,90,NA,2,572.2,328.7,243.5,47,3,11
"5024",304,"PI 472588 LSP AGL","1",2,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,7,12,16,18,23.5,1,13,48,70,89,NA,1,438.6,231.4,207.2,35,1,4
"5025",74,"ILL 3597 AGL","1",2,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,19,18,26,1,13,42,63,82,NA,1,365,181.6,183.4,51,5,4
"5026",7,"CDC Gold AGL","1",2,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,19,28,30,41.5,2,11,47,69,96,NA,3,692.6,391.6,301,45,3,10
"5027",4,"CDC Greenstar AGL","1",2,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,21,26,29,39,1,11,50,72,96,NA,3,872.5,432.4,440.1,45,1,12
"5028",67,"ILL 2507 AGL","1",2,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,17,16,25.5,1,13,43,59,81,NA,2,424,217.1,206.9,52,5,3
"5029",132,"PI 175754 LSP AGL","1",2,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,11,15,19,27.5,2,14,45,64,88,NA,2,337.8,158.9,178.9,31,3,9
"5030",213,"PI 329167 LSP AGL","1",2,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,22,14,31.5,2,11,43,69,87,NA,3,497.7,276.4,221.3,58,3,6
"5031",233,"PI 420818 AGL","1",2,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,20,26,25,36,2,12,47,70,89,NA,3,506.1,291.6,214.5,60,3,14
"5032",290,"PI 458503 LSP AGL","1",2,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,17,18,28.5,2,13,44,66,87,NA,2,347.6,174.1,173.5,45,3,5
"5033",276,"PI 432106 LSP AGL","1",2,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,25,23,30.5,2,11,43,72,86,NA,3,500.8,265.4,235.4,63,3,9
"5034",142,"PI 193546 AGL","1",2,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,14,15,26,3,13,46,63,85,NA,1,388.5,157.2,231.3,56,5,3
"5035",47,"IG 1706 AGL","1",2,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,20,19,26.5,2,13,43,63,84,NA,2,398.6,205.3,193.3,46,3,6
"5036",76,"ILL 4400 AGL","1",2,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,23,16,28.5,2,11,47,65,87,NA,2,310.5,174.8,135.7,45,3,5
"5037",205,"CN 105866 AGL","1",3,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,20,22,19,28,2,13,44,67,93,NA,3,482,248.3,233.7,36,3,9
"5038",140,"PI 181886 LSP AGL","1",3,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,24,18,33.5,2,12,45,64,92,NA,3,469,234.9,234.1,54,3,10
"5039",118,"ILL 9 AGL","1",3,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,20,18,29,3,13,43,63,88,NA,2,350.4,177.4,173,63,5,4
"5040",241,"PI 426807 LSP AGL","1",3,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,13,15,18,25,2,14,42,62,87,NA,1,239.2,136.3,102.9,32,5,3
"5041",262,"PI 431824 LSP AGL","1",3,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,25,23,31,2,12,41,62,86,NA,3,447.3,222,225.3,49,3,9
"5042",99,"ILL 6211 AGL","1",3,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,7,15,19,27,36.5,2,12,47,69,92,NA,3,542.6,296.2,246.4,44,3,12
"5043",111,"ILL 7979 AGL","1",3,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,20,17,31.5,1,14,43,62,89,NA,2,340.3,167.4,172.9,30,1,3
"5044",22,"CDC Ruby AGL","1",3,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,16,25,29,36,1,14,47,68,92,NA,3,689.9,383.2,306.7,37,1,12
"5045",83,"ILL 4783 AGL","1",3,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,20,26,29,41.5,1,12,47,72,95,NA,3,656.9,358.7,298.2,55,3,14
"5046",197,"PI 300250 LSP AGL","1",3,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,17,15,26,1,14,46,64,87,NA,2,442.8,367.8,75,45,5,4
"5047",143,"PI 193547 LSP AGL","1",3,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,14,22,22,28.5,2,14,50,64,89,NA,2,601.4,298.3,303.1,48,3,8
"5048",147,"PI 518731 LSP AGL","1",3,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,21,27,31,1,12,47,65,85,NA,3,539.7,265.1,274.6,52,1,6
"5049",121,"ILL 9932 AGL","1",3,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,12,13,13,25,1,13,41,62,84,NA,1,381.5,163.4,218.1,39,5,3
"5050",207,"PI 320945 LSP AGL","1",3,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,22,19,26,2,12,47,64,90,NA,2,561.7,255,306.7,57,3,4
"5051",298,"PI 472380 LSP AGL","1",3,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,11,15,13,30.5,1,15,43,61,88,NA,1,334.5,188.5,146,41,1,4
"5052",226,"PI 374116 LSP AGL","1",3,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,16,23,21,33,1,13,47,64,90,NA,2,609.2,280,329.2,49,3,10
"5053",301,"PI 472559 LSP AGL","1",3,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,18,17,24,1,16,43,61,89,NA,1,326.3,191.3,135,33,1,2
"5054",63,"ILL 1983 AGL","1",3,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,14,22,21,27.5,1,14,44,63,85,NA,1,375.6,185.4,190.2,45,3,8
"5055",55,"ILL 11548 AGL","1",4,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,17,15,26,1,11,42,61,83,NA,2,395.4,253.1,142.3,50,3,4
"5056",104,"ILL 7558 AGL","1",4,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,18,21,15,28.5,1,11,43,68,92,NA,3,444.1,203.1,241,45,3,9
"5057",127,"IPL 220 AGL","1",4,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,19,13,28,1,12,41,58,83,NA,1,297,141.5,155.5,51,3,5
"5058",61,"ILL 1553 AGL","1",4,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,20,20,14,37.5,1,11,43,62,86,NA,3,589.3,310.5,278.8,52,3,8
"5059",285,"PI 432236 LSP AGL","1",4,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,14,16,17,26,1,11,47,62,83,NA,1,458.7,174.4,284.3,42,3,4
"5060",157,"PI 251248 LSP AGL","1",4,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,12,13,21,2,11,38,56,77,NA,1,205.1,121.8,83.3,26,1,3
"5061",13,"CDC QG-1 AGL","1",4,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,25,29,37,1,11,49,76,100,NA,3,1075.2,632.2,443,58,1,9
"5062",97,"ILL 618 AGL","1",4,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,20,24,22,45,1,11,43,64,87,NA,3,531.3,300.9,230.4,36,3,6
"5063",77,"ILL 4605 AGL","1",4,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,14,18,14,33.5,2,11,43,65,87,NA,2,541.3,257.7,283.6,58,3,10
"5064",273,"PI 432028 LSP AGL","1",4,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,12,19,19,29,1,11,47,65,88,NA,2,560.3,257.8,302.5,50,5,6
"5065",195,"PI 299366 LSP AGL","1",4,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,20,27,25,32.5,2,11,47,70,94,NA,3,690.3,356.7,333.6,57,3,11
"5066",296,"PI 472213 LSP AGL","1",4,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,21,17,34.5,2,11,42,62,86,NA,2,426.6,194.3,232.3,45,3,4
"5067",56,"ILL 11553 AGL","1",4,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,14,19,9,29,2,11,42,62,82,NA,1,346,191.8,154.2,55,5,3
"5068",310,"PI 490289 LSP AGL","1",4,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,16,16,21,28,3,11,43,65,87,NA,2,486.2,248.5,237.7,60,3,9
"5069",25,"CDC Vantage AGL","1",4,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,25,30,36.5,3,11,47,70,93,NA,3,604.6,297,307.6,52,1,13
"5070",103,"ILL 7089 AGL","1",4,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,22,20,25,2,11,42,63,85,NA,3,456,236.3,219.7,62,1,8
"5071",307,"PI 472629 LSP AGL","1",4,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,20,22,20,30,1,11,42,61,85,NA,1,392.4,194.6,197.8,52,3,6
"5072",297,"PI 472327 LSP AGL","1",4,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,12,17,14,24.5,1,12,43,64,82,NA,1,308,156.4,151.6,41,5,5
"5073",40,"CN 108369 AGL","1",5,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,26,28,33,3,11,47,71,94,NA,3,561.1,315.7,245.4,57,3,10
"5074",278,"PI 432145 LSP AGL","1",5,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,12,18,16,22.5,1,11,47,66,86,NA,2,422.8,154.2,268.6,55,1,7
"5075",2,"CDC Rosie AGL","1",5,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,20,29,34.5,2,11,50,70,92,NA,3,694.5,325.1,369.4,53,1,10
"5076",282,"PI 432190 LSP AGL","1",5,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,19,27,24,33.5,3,11,47,70,89,NA,3,559.6,303,256.6,57,1,10
"5077",188,"PI 299165 AGL","1",5,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,18,19,34,2,11,47,69,93,NA,3,572.7,283.4,289.3,56,3,9
"5078",35,"CN 105863 AGL","1",5,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,17,23,20,22,33,2,11,46,69,94,NA,2,537.2,268.5,268.7,34,3,12
"5079",165,"PI 297285 LSP AGL","1",5,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,19,23,30,41.5,1,11,47,70,91,NA,3,762.8,426.3,336.5,49,3,12
"5080",232,"PI 383682 LSP AGL","1",5,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,20,25,29.5,2,12,43,64,89,NA,2,673.5,368.8,304.7,47,3,5
"5081",180,"PI 298922 LSP AGL","1",5,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,17,21,24,1,11,47,64,88,NA,1,563.3,275.9,287.4,49,1,4
"5082",129,"LIRL-22-46 AGL","1",5,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,17,14,24.5,2,11,43,66,86,NA,1,359.3,195.4,163.9,46,5,7
"5083",223,"PI 368647 LSP AGL","1",5,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,19,24,22,37,1,11,47,66,93,NA,3,639.4,351.7,287.7,44,3,10
"5084",131,"PI 169534 LSP AGL","1",5,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,19,24,22,43,2,11,46,65,93,NA,3,607.1,338.9,268.2,42,3,11
"5085",138,"PI 179330 AGL","1",5,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,21,21,20,25,2,11,44,66,86,NA,2,632.4,354.9,277.5,44,1,8
"5086",249,"PI 431663 LSP AGL","1",5,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,19,16,23.5,1,12,46,64,86,NA,1,396.8,171.2,225.6,48,3,7
"5087",107,"ILL 7716 AGL","1",5,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,16,17,26.5,2,11,43,64,88,NA,2,580.1,298.2,281.9,64,5,7
"5088",198,"PI 302398 LSP AGL","1",5,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,17,16,14,24,1,12,43,62,91,NA,1,556.8,289.8,267,61,3,4
"5089",302,"PI 472561 LSP AGL","1",5,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,17,18,29,1,12,41,61,84,NA,1,368.6,206.5,162.1,37,3,5
"5090",164,"PI 290716 LSP AGL","1",5,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,25,24,32.5,2,11,43,63,90,NA,3,667.4,391.2,276.2,47,1,7
"5091",306,"PI 472615 LSP AGL","1",6,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,16,12,28.5,1,11,42,62,84,NA,1,399.4,177.5,221.9,56,5,4
"5092",52,"ILL 10657 AGL","1",6,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,17,21,23,16,27,2,11,41,62,81,NA,1,285.5,160.4,125.1,51,3,6
"5093",51,"IG 858 AGL","1",6,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,19,23,36,1,11,43,64,91,NA,2,571.7,277.5,294.2,39,3,8
"5094",259,"PI 431753 LSP AGL","1",6,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,13,19,13,22.5,1,11,44,63,87,NA,2,556.4,220.5,335.9,51,5,5
"5095",193,"PI 299345 AGL","1",6,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,18,26,30,43.5,2,11,47,71,103,NA,3,651.2,377.6,273.6,32,3,14
"5096",183,"PI 299120 LSP AGL","1",6,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,12,16,19,24.5,2,11,43,66,91,NA,2,410.8,191.4,219.4,47,3,8
"5097",73,"ILL 358 AGL","1",6,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,16,20,28,26,42.5,2,11,43,65,88,NA,2,736.6,398.9,337.7,55,1,7
"5098",264,"PI 431873 LSP AGL","1",6,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,26,20,38,3,11,44,64,90,NA,2,652.8,308.6,344.2,49,5,9
"5099",252,"PI 431705 LSP AGL","1",6,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,11,19,18,25.5,2,11,43,63,90,NA,1,464.5,271.1,193.4,44,5,6
"5100",314,"PI 533688 LSP AGL","1",6,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,16,19,21,29.5,1,11,46,68,96,NA,2,620.5,316,304.5,40,3,10
"5101",84,"ILL 4804 AGL","1",6,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,16,18,16,32,2,11,42,63,86,NA,2,451.6,183.8,267.8,46,3,4
"5102",221,"PI 345627 LSP AGL","1",6,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,18,30,29,41.5,1,11,49,76,95,NA,3,960.5,542.7,417.8,NA,1,14
"5103",135,"PI 178952 AGL","1",6,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,18,22,22,29,2,11,42,63,86,NA,3,577.4,309,268.4,46,1,7
"5104",236,"PI 420929 LSP AGL","1",6,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,15,17,14,28,2,12,49,65,90,NA,1,450.8,232.6,218.2,50,5,7
"5105",150,"PI 212100 LSP AGL","1",6,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,13,22,19,29,2,11,47,64,86,NA,2,424.5,183.2,241.3,43,3,10
"5106",257,"PI 431731 LSP AGL","1",6,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,17,18,13,22.5,1,11,47,65,86,NA,1,486.3,156.2,330.1,NA,3,6
"5107",125,"ILWL 118 AGL","1",6,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,19,18,27.5,2,11,46,64,86,NA,2,474.4,218.4,256,47,5,4
"5108",151,"PI 212610 LSP AGL","1",6,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,21,19,27,1,11,47,64,84,NA,2,568.2,247.6,320.6,55,3,6
"5109",224,"PI 368651 LSP AGL","1",7,1,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,16,24,24,41,1,11,45,68,100,NA,3,733.9,434.2,299.7,39,3,10
"5110",12,"CDC Maxim AGL","1",7,2,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,19,27,33,42,2,11,47,70,90,NA,3,900.6,458.2,442.4,59,1,10
"5111",42,"Crimson AGL","1",7,3,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,7,16,23,24,35,2,11,47,66,90,NA,3,721.3,336.2,385.1,54,1,8
"5112",260,"PI 431756 LSP AGL","1",7,4,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,16,20,17,25.5,2,11,47,64,84,NA,2,478.8,186.9,291.9,53,5,8
"5113",199,"PI 308614 LSP AGL","1",7,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,15,20,15,25.5,2,14,47,65,87,NA,2,489.2,202.1,287.1,48,5,7
"5114",92,"ILL 5722 AGL","1",7,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,17,21,23,34,3,11,43,63,98,NA,2,517.1,220.5,296.6,50,3,4
"5115",144,"PI 193548 LSP AGL","1",7,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,14,19,14,27,3,12,42,60,77,NA,1,285.2,155.7,129.5,45,3,4
"5116",281,"PI 432188 LSP AGL","1",7,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,16,24,20,33.5,1,12,43,67,99,NA,3,768.1,451.4,316.7,54,3,9
"5117",5,"CDC Cherie AGL","1",7,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,15,25,32,39,1,11,49,71,97,NA,3,830.6,427.3,403.3,51,1,11
"5118",39,"CN 106265 AGL","1",7,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,20,23,27,40,2,11,47,68,94,NA,3,838.3,429.6,408.7,61,1,12
"5119",8,"CDC Imax AGL","1",7,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,20,23,27,41,2,11,47,69,95,NA,3,542.4,288.4,254,50,1,8
"5120",294,"PI 472136 LSP AGL","1",7,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,13,13,15,27,1,15,43,61,85,NA,1,409.4,208.6,200.8,40,1,3
"5121",75,"ILL 4164 AGL","1",7,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,15,15,16,28.5,2,14,43,61,84,NA,1,405.4,175.7,229.7,58,5,5
"5122",87,"ILL 5058 AGL","1",7,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,14,21,19,35,1,13,49,70,103,NA,3,564.7,314.9,249.8,39,3,8
"5123",202,"PI 320935 LSP AGL","1",7,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,18,25,20,36.5,1,13,41,64,92,NA,3,691.2,371,320.2,49,3,6
"5124",185,"PI 299126 LSP AGL","1",7,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,18,19,17,34.5,2,14,43,63,88,NA,2,461.9,250.6,211.3,51,5,8
"5125",237,"PI 426202 LSP AGL","1",7,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,15,16,18,18,31.5,2,14,47,63,89,NA,2,423.5,188.4,235.1,35,3,11
"5126",95,"ILL 5945 AGL","1",7,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,12,18,16,28.5,2,14,42,55,77,NA,1,282.6,158,124.6,48,3,4
"5127",292,"PI 468901 AGL","1",8,18,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,17,23,28,43.5,1,13,50,69,93,NA,3,547,265.7,281.3,28,3,13
"5128",89,"ILL 5209 AGL","1",8,17,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,13,13,18,20,28.5,2,13,43,62,88,NA,2,419.4,204.4,215,40,5,9
"5129",158,"PI 273664 LSP AGL","1",8,16,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,24,21,29,1,12,47,66,84,NA,2,520.4,218.6,301.8,46,3,5
"5130",171,"PI 297787 LSP AGL","1",8,15,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,21,24,19,36,1,12,44,64,85,NA,2,500.4,242.6,257.8,49,3,7
"5131",228,"PI 374118 AGL","1",8,14,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,12,21,22,14,37,2,13,43,63,86,NA,1,446.7,232.4,214.3,45,3,6
"5132",80,"ILL 4671 AGL","1",8,13,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,20,22,23,31.5,1,12,47,69,96,NA,3,629.6,359.5,270.1,61,5,11
"5133",300,"PI 472488 LSP AGL","1",8,12,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,11,13,19,13,28.5,1,15,43,61,81,NA,1,295.7,135.6,160.1,39,5,4
"5134",1,"CDC Asterix AGL","1",8,11,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,17,25,30,35,1,13,47,70,89,NA,3,695.9,318.7,377.2,37,1,12
"5135",312,"PI 518733 LSP AGL","1",8,10,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,9,19,26,28,39.5,1,12,50,71,92,NA,3,654.2,324.3,329.9,41,1,15
"5136",284,"PI 432212 LSP AGL","1",8,9,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,13,17,16,24,2,12,47,63,87,NA,1,395.9,151.4,244.5,36,5,3
"5137",229,"PI 374120 LSP AGL","1",8,8,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,16,24,28,39.5,1,12,49,70,103,NA,3,615,328.6,286.4,48,1,12
"5138",98,"ILL 6182 AGL","1",8,7,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,8,15,23,21,36,2,13,44,68,92,NA,3,581,269.4,311.6,46,3,4
"5139",53,"ILL 10748 AGL","1",8,6,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,14,18,19,16,28,1,12,46,67,91,NA,2,551.1,266.7,284.4,46,3,9
"5140",136,"PI 178971 LSP AGL","1",8,5,"Sutherland 2018","Sutherland, Canada",2018,2018-05-09,10,14,20,15,30,1,12,46,64,87,NA,2,598.9,267.2,331.7,47,3,8
